#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
JUN	STAT3	9606.ENSP00000360266	9606.ENSP00000264657	0	0	0	0	0.056	0.343	0	0.988	0.993
JUN	FOSL2	9606.ENSP00000360266	9606.ENSP00000264716	0	0	0	0	0.099	0.899	0.900	0.989	0.999
JUN	JDP2	9606.ENSP00000360266	9606.ENSP00000267569	0	0	0	0	0.110	0.745	0	0.977	0.994
JUN	BATF	9606.ENSP00000360266	9606.ENSP00000286639	0	0	0	0	0.065	0.752	0	0.989	0.997
JUN	NFATC3	9606.ENSP00000360266	9606.ENSP00000300659	0	0	0	0	0	0.129	0.900	0.534	0.955
JUN	JUNB	9606.ENSP00000360266	9606.ENSP00000303315	0	0	0	0.901	0.335	0.639	0.900	0.988	0.976
JUN	FOS	9606.ENSP00000360266	9606.ENSP00000306245	0	0	0	0	0.656	0.985	0.900	0.996	0.999
JUN	FOSL1	9606.ENSP00000360266	9606.ENSP00000310170	0	0	0	0	0.065	0.901	0.900	0.989	0.999
JUN	SP1	9606.ENSP00000360266	9606.ENSP00000329357	0	0	0	0	0	0.855	0.900	0.929	0.998
JUN	SMAD3	9606.ENSP00000360266	9606.ENSP00000332973	0	0	0	0	0	0.757	0.900	0.985	0.999
JUN	SMAD4	9606.ENSP00000360266	9606.ENSP00000341551	0	0	0	0	0	0.420	0.900	0.983	0.998
JUN	ATF3	9606.ENSP00000360266	9606.ENSP00000344352	0	0	0	0	0.861	0.923	0.900	0.994	0.999
JUN	MAPK10	9606.ENSP00000360266	9606.ENSP00000352157	0	0	0	0	0	0.961	0.900	0.864	0.999
JUN	POU2F1	9606.ENSP00000360266	9606.ENSP00000356840	0	0	0	0	0	0	0.600	0.288	0.703
JUN	FOXO3	9606.ENSP00000360266	9606.ENSP00000385824	0	0	0	0	0	0.182	0	0.707	0.750
JUN	ATF7	9606.ENSP00000360266	9606.ENSP00000399465	0	0	0	0.600	0.065	0.851	0	0.715	0.896
JUN	BCL6	9606.ENSP00000360266	9606.ENSP00000384371	0	0	0	0	0.065	0.315	0	0.922	0.946
JUN	NFATC1	9606.ENSP00000360266	9606.ENSP00000389377	0	0	0	0	0.062	0.285	0.900	0.853	0.988
JUN	MYC	9606.ENSP00000360266	9606.ENSP00000479618	0	0	0	0	0.063	0.607	0.900	0.851	0.993
JUN	HIF1A	9606.ENSP00000360266	9606.ENSP00000437955	0	0	0	0	0	0.676	0.900	0.901	0.996
JUN	CREB1	9606.ENSP00000360266	9606.ENSP00000387699	0	0	0	0	0	0.492	0.900	0.977	0.998
JUN	MAPK8	9606.ENSP00000360266	9606.ENSP00000378974	0	0	0	0	0	0.998	0.900	0.979	0.999
JUN	MAPK9	9606.ENSP00000360266	9606.ENSP00000394560	0	0	0	0	0	0.982	0.900	0.952	0.999
JUN	NFATC2	9606.ENSP00000360266	9606.ENSP00000379330	0	0	0	0	0	0.931	0.900	0.982	0.999
JUNB	CCND1	9606.ENSP00000303315	9606.ENSP00000227507	0	0	0	0	0	0	0.900	0.346	0.931
JUNB	NANOG	9606.ENSP00000303315	9606.ENSP00000229307	0	0	0	0	0	0	0.900	0.074	0.903
JUNB	IL4	9606.ENSP00000303315	9606.ENSP00000231449	0	0	0	0	0	0	0.900	0.329	0.930
JUNB	EGR1	9606.ENSP00000303315	9606.ENSP00000239938	0	0	0	0	0.705	0.700	0.650	0.517	0.983
JUNB	TWIST1	9606.ENSP00000303315	9606.ENSP00000242261	0	0	0	0	0	0	0.900	0.096	0.905
JUNB	EGR2	9606.ENSP00000303315	9606.ENSP00000242480	0	0	0	0	0.186	0.101	0.650	0.341	0.808
JUNB	BATF3	9606.ENSP00000303315	9606.ENSP00000243440	0	0	0	0	0.065	0.800	0	0.299	0.857
JUNB	FOSB	9606.ENSP00000303315	9606.ENSP00000245919	0	0	0	0	0.346	0.607	0.900	0.896	0.996
JUNB	JUND	9606.ENSP00000303315	9606.ENSP00000252818	0	0	0	0.883	0.152	0.640	0.900	0.979	0.970
JUNB	RORA	9606.ENSP00000303315	9606.ENSP00000261523	0	0	0	0	0	0	0.900	0.120	0.908
JUNB	SMAD2	9606.ENSP00000303315	9606.ENSP00000262160	0	0	0	0	0	0.058	0.900	0.233	0.921
JUNB	EP300	9606.ENSP00000303315	9606.ENSP00000263253	0	0	0	0	0	0.718	0.900	0.329	0.979
JUNB	ATF2	9606.ENSP00000303315	9606.ENSP00000264110	0	0	0	0.571	0.065	0.860	0.900	0.269	0.987
JUNB	STAT3	9606.ENSP00000303315	9606.ENSP00000264657	0	0	0	0	0.099	0.138	0.900	0.414	0.948
JUNB	FOSL2	9606.ENSP00000303315	9606.ENSP00000264716	0	0	0	0	0.290	0.899	0.900	0.931	0.999
JUNB	SRF	9606.ENSP00000303315	9606.ENSP00000265354	0	0	0	0	0.062	0	0.650	0.381	0.779
JUNB	JDP2	9606.ENSP00000303315	9606.ENSP00000267569	0	0	0	0	0.160	0.582	0	0.648	0.866
JUNB	BATF	9606.ENSP00000303315	9606.ENSP00000286639	0	0	0	0	0.107	0.919	0.900	0.909	0.999
JUNB	NFATC3	9606.ENSP00000303315	9606.ENSP00000300659	0	0	0	0	0	0	0.900	0.187	0.915
JUNB	BIRC5	9606.ENSP00000303315	9606.ENSP00000301633	0	0	0	0	0	0	0.900	0.055	0.901
JUNB	MAPK10	9606.ENSP00000303315	9606.ENSP00000352157	0	0	0	0	0.062	0.344	0.600	0.282	0.799
JUNB	EGR3	9606.ENSP00000303315	9606.ENSP00000318057	0	0	0	0	0.100	0.101	0.650	0.376	0.799
JUNB	ATF7	9606.ENSP00000303315	9606.ENSP00000399465	0	0	0	0.575	0.065	0.764	0	0.425	0.809
JUNB	IER2	9606.ENSP00000303315	9606.ENSP00000465617	0	0	0	0	0.719	0	0	0.348	0.809
JUNB	ZFP36	9606.ENSP00000303315	9606.ENSP00000469647	0	0	0	0	0.785	0	0	0.171	0.814
JUNB	CREB1	9606.ENSP00000303315	9606.ENSP00000387699	0	0	0	0	0.087	0.057	0.650	0.538	0.842
JUNB	MAPK9	9606.ENSP00000303315	9606.ENSP00000394560	0	0	0	0	0	0.648	0.600	0.333	0.898
JUNB	POU2F1	9606.ENSP00000303315	9606.ENSP00000356840	0	0	0	0	0.046	0	0.900	0.077	0.904
JUNB	ARC	9606.ENSP00000303315	9606.ENSP00000349022	0	0	0	0	0.064	0	0.900	0.103	0.908
JUNB	ZEB1	9606.ENSP00000303315	9606.ENSP00000354487	0	0	0	0	0	0	0.900	0.144	0.910
JUNB	SOX2	9606.ENSP00000303315	9606.ENSP00000323588	0	0	0	0	0	0.094	0.900	0.105	0.911
JUNB	RORC	9606.ENSP00000303315	9606.ENSP00000327025	0	0	0	0	0	0	0.900	0.156	0.912
JUNB	MAPK8	9606.ENSP00000303315	9606.ENSP00000378974	0	0	0	0	0.065	0.631	0.600	0.445	0.913
JUNB	PIM1	9606.ENSP00000303315	9606.ENSP00000362608	0	0	0	0	0.092	0.058	0.900	0.133	0.916
JUNB	IL13	9606.ENSP00000303315	9606.ENSP00000304915	0	0	0	0	0	0	0.900	0.228	0.919
JUNB	FOXO1	9606.ENSP00000303315	9606.ENSP00000368880	0	0	0	0	0	0.078	0.900	0.251	0.924
JUNB	HIF1A	9606.ENSP00000303315	9606.ENSP00000437955	0	0	0	0	0.053	0	0.900	0.272	0.925
JUNB	FOXO3	9606.ENSP00000303315	9606.ENSP00000385824	0	0	0	0	0.054	0.078	0.900	0.264	0.927
JUNB	SP1	9606.ENSP00000303315	9606.ENSP00000329357	0	0	0	0	0.046	0.101	0.900	0.290	0.930
JUNB	NFATC1	9606.ENSP00000303315	9606.ENSP00000389377	0	0	0	0	0.076	0.129	0.900	0.294	0.935
JUNB	CEBPD	9606.ENSP00000303315	9606.ENSP00000386165	0	0	0	0	0.206	0.102	0.900	0.217	0.936
JUNB	MYC	9606.ENSP00000303315	9606.ENSP00000479618	0	0	0	0	0.087	0	0.900	0.392	0.939
JUNB	SMAD4	9606.ENSP00000303315	9606.ENSP00000341551	0	0	0	0	0.056	0.287	0.900	0.205	0.939
JUNB	NFATC2	9606.ENSP00000303315	9606.ENSP00000379330	0	0	0	0	0.076	0.129	0.900	0.346	0.940
JUNB	BCL6	9606.ENSP00000303315	9606.ENSP00000384371	0	0	0	0	0.076	0.315	0.900	0.270	0.947
JUNB	ATF3	9606.ENSP00000303315	9606.ENSP00000344352	0	0	0	0	0.454	0.749	0	0.682	0.952
JUNB	SMAD3	9606.ENSP00000303315	9606.ENSP00000332973	0	0	0	0	0	0.478	0.900	0.374	0.964
JUNB	JUN	9606.ENSP00000303315	9606.ENSP00000360266	0	0	0	0.901	0.335	0.639	0.900	0.988	0.976
JUNB	FOS	9606.ENSP00000303315	9606.ENSP00000306245	0	0	0	0	0.826	0.899	0.900	0.986	0.999
JUNB	FOSL1	9606.ENSP00000303315	9606.ENSP00000310170	0	0	0	0	0.088	0.843	0.900	0.949	0.999
JUND	EGR1	9606.ENSP00000252818	9606.ENSP00000239938	0	0	0	0	0.065	0.700	0.650	0.638	0.959
JUND	EGR2	9606.ENSP00000252818	9606.ENSP00000242480	0	0	0	0	0	0.101	0.650	0.446	0.810
JUND	BATF3	9606.ENSP00000252818	9606.ENSP00000243440	0	0	0	0	0.065	0.690	0	0.275	0.772
JUND	FOSB	9606.ENSP00000252818	9606.ENSP00000245919	0	0	0	0	0.132	0.871	0.900	0.985	0.999
JUND	EGR3	9606.ENSP00000252818	9606.ENSP00000318057	0	0	0	0	0.062	0.101	0.650	0.314	0.770
JUND	SMAD3	9606.ENSP00000252818	9606.ENSP00000332973	0	0	0	0	0	0.345	0	0.679	0.781
JUND	SRF	9606.ENSP00000252818	9606.ENSP00000265354	0	0	0	0	0.052	0	0.650	0.415	0.789
JUND	JDP2	9606.ENSP00000252818	9606.ENSP00000267569	0	0	0	0	0.065	0.582	0	0.687	0.867
JUND	BATF	9606.ENSP00000252818	9606.ENSP00000286639	0	0	0	0	0.065	0.591	0	0.754	0.898
JUND	ARC	9606.ENSP00000252818	9606.ENSP00000349022	0	0	0	0	0.062	0	0.900	0.063	0.904
JUND	CREB1	9606.ENSP00000252818	9606.ENSP00000387699	0	0	0	0	0	0.273	0.650	0.708	0.919
JUND	JUN	9606.ENSP00000252818	9606.ENSP00000360266	0	0	0	0.927	0.150	0.149	0.900	0.989	0.927
JUND	MYC	9606.ENSP00000252818	9606.ENSP00000479618	0	0	0	0	0	0	0.900	0.536	0.951
JUND	MAPK10	9606.ENSP00000252818	9606.ENSP00000352157	0	0	0	0	0	0.500	0.900	0.461	0.970
JUND	JUNB	9606.ENSP00000252818	9606.ENSP00000303315	0	0	0	0.883	0.152	0.640	0.900	0.979	0.970
JUND	SP1	9606.ENSP00000252818	9606.ENSP00000329357	0	0	0	0	0	0.101	0.900	0.704	0.971
JUND	ATF3	9606.ENSP00000252818	9606.ENSP00000344352	0	0	0	0	0.065	0.599	0	0.937	0.974
JUND	MAPK9	9606.ENSP00000252818	9606.ENSP00000394560	0	0	0	0	0	0.631	0.900	0.530	0.981
JUND	ATF2	9606.ENSP00000252818	9606.ENSP00000264110	0	0	0	0.580	0.065	0.803	0.900	0.438	0.983
JUND	MAPK8	9606.ENSP00000252818	9606.ENSP00000378974	0	0	0	0	0	0.648	0.900	0.570	0.983
JUND	EP300	9606.ENSP00000252818	9606.ENSP00000263253	0	0	0	0	0	0.718	0.900	0.597	0.987
JUND	FOS	9606.ENSP00000252818	9606.ENSP00000306245	0	0	0	0	0.094	0.899	0.900	0.989	0.999
JUND	FOSL2	9606.ENSP00000252818	9606.ENSP00000264716	0	0	0	0	0.065	0.901	0.900	0.989	0.999
JUND	FOSL1	9606.ENSP00000252818	9606.ENSP00000310170	0	0	0	0	0.065	0.600	0.900	0.982	0.999
MAPK10	FOSB	9606.ENSP00000352157	9606.ENSP00000245919	0	0	0	0	0	0.243	0.600	0.173	0.727
MAPK10	JUND	9606.ENSP00000352157	9606.ENSP00000252818	0	0	0	0	0	0.500	0.900	0.461	0.970
MAPK10	ATF2	9606.ENSP00000352157	9606.ENSP00000264110	0	0	0	0	0.062	0.595	0.900	0.560	0.981
MAPK10	FOSL2	9606.ENSP00000352157	9606.ENSP00000264716	0	0	0	0	0	0.243	0.600	0.183	0.731
MAPK10	NFATC3	9606.ENSP00000352157	9606.ENSP00000300659	0	0	0	0	0.060	0.158	0.800	0.203	0.857
MAPK10	JUNB	9606.ENSP00000352157	9606.ENSP00000303315	0	0	0	0	0.062	0.344	0.600	0.282	0.799
MAPK10	FOS	9606.ENSP00000352157	9606.ENSP00000306245	0	0	0	0	0	0.243	0.800	0.479	0.914
MAPK10	FOSL1	9606.ENSP00000352157	9606.ENSP00000310170	0	0	0	0	0	0.243	0.600	0.202	0.737
MAPK10	SP1	9606.ENSP00000352157	9606.ENSP00000329357	0	0	0	0	0	0.062	0.900	0.094	0.907
MAPK10	SMAD3	9606.ENSP00000352157	9606.ENSP00000332973	0	0	0	0	0.065	0	0.800	0.166	0.830
MAPK10	SMAD4	9606.ENSP00000352157	9606.ENSP00000341551	0	0	0	0	0.063	0	0.800	0.672	0.933
MAPK10	NFATC1	9606.ENSP00000352157	9606.ENSP00000389377	0	0	0	0	0	0	0.800	0.125	0.817
MAPK10	FOXO1	9606.ENSP00000352157	9606.ENSP00000368880	0	0	0	0	0	0.104	0.800	0.177	0.839
MAPK10	MAPK8	9606.ENSP00000352157	9606.ENSP00000378974	0	0	0.445	0.984	0.062	0	0.900	0.917	0.904
MAPK10	FOXO3	9606.ENSP00000352157	9606.ENSP00000385824	0	0	0	0	0	0.228	0.800	0.552	0.924
MAPK10	MAPK9	9606.ENSP00000352157	9606.ENSP00000394560	0	0	0.438	0.981	0.062	0.289	0.900	0.888	0.929
MAPK10	JUN	9606.ENSP00000352157	9606.ENSP00000360266	0	0	0	0	0	0.961	0.900	0.864	0.999
MAPK8	FOSB	9606.ENSP00000378974	9606.ENSP00000245919	0	0	0	0	0	0.243	0.600	0.375	0.794
MAPK8	JUND	9606.ENSP00000378974	9606.ENSP00000252818	0	0	0	0	0	0.648	0.900	0.570	0.983
MAPK8	EP300	9606.ENSP00000378974	9606.ENSP00000263253	0	0	0	0	0.062	0.270	0.900	0.343	0.949
MAPK8	ATF2	9606.ENSP00000378974	9606.ENSP00000264110	0	0	0	0	0.062	0.919	0.900	0.541	0.996
MAPK8	STAT3	9606.ENSP00000378974	9606.ENSP00000264657	0	0	0	0	0	0.678	0	0.693	0.897
MAPK8	FOSL2	9606.ENSP00000378974	9606.ENSP00000264716	0	0	0	0	0	0.243	0.600	0.396	0.801
MAPK8	NFATC3	9606.ENSP00000378974	9606.ENSP00000300659	0	0	0	0	0.060	0.851	0.800	0.328	0.978
MAPK8	JUNB	9606.ENSP00000378974	9606.ENSP00000303315	0	0	0	0	0.065	0.631	0.600	0.445	0.913
MAPK8	FOS	9606.ENSP00000378974	9606.ENSP00000306245	0	0	0	0	0	0.243	0.900	0.697	0.975
MAPK8	FOSL1	9606.ENSP00000378974	9606.ENSP00000310170	0	0	0	0	0	0.243	0.600	0.430	0.812
MAPK8	SP1	9606.ENSP00000378974	9606.ENSP00000329357	0	0	0	0	0	0.498	0.900	0.286	0.961
MAPK8	SMAD3	9606.ENSP00000378974	9606.ENSP00000332973	0	0	0	0	0.065	0.600	0.800	0.464	0.954
MAPK8	SMAD4	9606.ENSP00000378974	9606.ENSP00000341551	0	0	0	0	0.066	0	0.800	0.608	0.920
MAPK8	MAPK10	9606.ENSP00000378974	9606.ENSP00000352157	0	0	0.445	0.984	0.062	0	0.900	0.917	0.904
MAPK8	JUN	9606.ENSP00000378974	9606.ENSP00000360266	0	0	0	0	0	0.998	0.900	0.979	0.999
MAPK8	FOXO1	9606.ENSP00000378974	9606.ENSP00000368880	0	0	0	0	0	0.104	0.800	0.464	0.895
MAPK8	MYC	9606.ENSP00000378974	9606.ENSP00000479618	0	0	0	0	0	0.462	0	0.562	0.754
MAPK8	NFATC1	9606.ENSP00000378974	9606.ENSP00000389377	0	0	0	0	0	0	0.900	0.500	0.947
MAPK8	NFATC2	9606.ENSP00000378974	9606.ENSP00000379330	0	0	0	0	0	0.358	0.900	0.279	0.949
MAPK8	FOXO3	9606.ENSP00000378974	9606.ENSP00000385824	0	0	0	0	0	0.228	0.800	0.702	0.949
MAPK8	MAPK9	9606.ENSP00000378974	9606.ENSP00000394560	0	0	0.446	0.981	0.072	0.805	0.900	0.919	0.980
MAPK9	FOSB	9606.ENSP00000394560	9606.ENSP00000245919	0	0	0	0	0	0.243	0.600	0.287	0.765
MAPK9	JUND	9606.ENSP00000394560	9606.ENSP00000252818	0	0	0	0	0	0.631	0.900	0.530	0.981
MAPK9	ATF2	9606.ENSP00000394560	9606.ENSP00000264110	0	0	0	0	0.062	0.898	0.900	0.556	0.995
MAPK9	FOSL2	9606.ENSP00000394560	9606.ENSP00000264716	0	0	0	0	0	0.243	0.600	0.268	0.759
MAPK9	NFATC3	9606.ENSP00000394560	9606.ENSP00000300659	0	0	0	0	0.062	0.539	0.900	0.339	0.967
MAPK9	JUNB	9606.ENSP00000394560	9606.ENSP00000303315	0	0	0	0	0	0.648	0.600	0.333	0.898
MAPK9	FOS	9606.ENSP00000394560	9606.ENSP00000306245	0	0	0	0	0	0.313	0.800	0.549	0.932
MAPK9	FOSL1	9606.ENSP00000394560	9606.ENSP00000310170	0	0	0	0	0	0.243	0.600	0.314	0.774
MAPK9	SP1	9606.ENSP00000394560	9606.ENSP00000329357	0	0	0	0	0	0.062	0.900	0.147	0.913
MAPK9	SMAD3	9606.ENSP00000394560	9606.ENSP00000332973	0	0	0	0	0.064	0.213	0.800	0.268	0.877
MAPK9	SMAD4	9606.ENSP00000394560	9606.ENSP00000341551	0	0	0	0	0.062	0	0.800	0.335	0.864
MAPK9	MAPK10	9606.ENSP00000394560	9606.ENSP00000352157	0	0	0.438	0.981	0.062	0.289	0.900	0.888	0.929
MAPK9	JUN	9606.ENSP00000394560	9606.ENSP00000360266	0	0	0	0	0	0.982	0.900	0.952	0.999
MAPK9	FOXO1	9606.ENSP00000394560	9606.ENSP00000368880	0	0	0	0	0	0.104	0.800	0.292	0.862
MAPK9	MAPK8	9606.ENSP00000394560	9606.ENSP00000378974	0	0	0.446	0.981	0.072	0.805	0.900	0.919	0.980
MAPK9	FOXO3	9606.ENSP00000394560	9606.ENSP00000385824	0	0	0	0	0	0.213	0.800	0.520	0.917
MAPK9	NFATC1	9606.ENSP00000394560	9606.ENSP00000389377	0	0	0	0	0	0	0.800	0.240	0.841
MYC	CCND1	9606.ENSP00000479618	9606.ENSP00000227507	0	0	0	0	0.069	0	0.900	0.919	0.991
MYC	NANOG	9606.ENSP00000479618	9606.ENSP00000229307	0	0	0	0	0	0.157	0.900	0.877	0.988
MYC	EGR1	9606.ENSP00000479618	9606.ENSP00000239938	0	0	0	0	0.063	0.058	0	0.734	0.746
MYC	TWIST1	9606.ENSP00000479618	9606.ENSP00000242261	0	0	0	0	0	0	0.900	0.642	0.962
MYC	FOSB	9606.ENSP00000479618	9606.ENSP00000245919	0	0	0	0	0	0	0.900	0.399	0.937
MYC	JUND	9606.ENSP00000479618	9606.ENSP00000252818	0	0	0	0	0	0	0.900	0.536	0.951
MYC	RORA	9606.ENSP00000479618	9606.ENSP00000261523	0	0	0	0	0	0	0.900	0.244	0.921
MYC	SMAD2	9606.ENSP00000479618	9606.ENSP00000262160	0	0	0	0	0	0.470	0.900	0.970	0.998
MYC	EP300	9606.ENSP00000479618	9606.ENSP00000263253	0	0	0	0	0.062	0.780	0.900	0.987	0.999
MYC	STAT3	9606.ENSP00000479618	9606.ENSP00000264657	0	0	0	0	0	0.684	0.900	0.836	0.994
MYC	BATF	9606.ENSP00000479618	9606.ENSP00000286639	0	0	0	0	0	0	0.900	0.310	0.928
MYC	BIRC5	9606.ENSP00000479618	9606.ENSP00000301633	0	0	0	0	0.102	0.063	0.900	0.556	0.957
MYC	JUNB	9606.ENSP00000479618	9606.ENSP00000303315	0	0	0	0	0.087	0	0.900	0.392	0.939
MYC	FOS	9606.ENSP00000479618	9606.ENSP00000306245	0	0	0	0	0.065	0.129	0.900	0.861	0.987
MYC	SOX2	9606.ENSP00000479618	9606.ENSP00000323588	0	0	0	0	0	0.057	0.900	0.926	0.992
MYC	RORC	9606.ENSP00000479618	9606.ENSP00000327025	0	0	0	0	0	0	0.900	0.167	0.913
MYC	SP1	9606.ENSP00000479618	9606.ENSP00000329357	0	0	0	0	0.062	0.837	0.900	0.972	0.999
MYC	SMAD3	9606.ENSP00000479618	9606.ENSP00000332973	0	0	0	0	0	0.281	0.900	0.937	0.995
MYC	SMAD4	9606.ENSP00000479618	9606.ENSP00000341551	0	0	0	0	0	0.056	0.900	0.787	0.978
MYC	ZEB1	9606.ENSP00000479618	9606.ENSP00000354487	0	0	0	0	0	0	0.900	0.659	0.964
MYC	POU2F1	9606.ENSP00000479618	9606.ENSP00000356840	0	0	0	0	0	0.057	0.900	0.261	0.924
MYC	JUN	9606.ENSP00000479618	9606.ENSP00000360266	0	0	0	0	0.063	0.607	0.900	0.851	0.993
MYC	PIM1	9606.ENSP00000479618	9606.ENSP00000362608	0	0	0	0	0.097	0.496	0.900	0.489	0.973
MYC	FOXO1	9606.ENSP00000479618	9606.ENSP00000368880	0	0	0	0	0	0.056	0.900	0.610	0.959
MYC	MAPK8	9606.ENSP00000479618	9606.ENSP00000378974	0	0	0	0	0	0.462	0	0.562	0.754
MYC	BCL6	9606.ENSP00000479618	9606.ENSP00000384371	0	0	0	0	0	0.058	0.900	0.763	0.975
MYC	FOXO3	9606.ENSP00000479618	9606.ENSP00000385824	0	0	0	0	0	0.327	0.900	0.951	0.996
MYC	CEBPD	9606.ENSP00000479618	9606.ENSP00000386165	0	0	0	0	0.063	0.102	0.900	0.394	0.942
MYC	HIF1A	9606.ENSP00000479618	9606.ENSP00000437955	0	0	0	0	0	0.475	0.900	0.965	0.998
NANOG	CCND1	9606.ENSP00000229307	9606.ENSP00000227507	0	0	0	0	0	0	0.900	0.593	0.957
NANOG	SMAD4	9606.ENSP00000229307	9606.ENSP00000341551	0	0	0	0	0	0.270	0.600	0.428	0.818
NANOG	SMAD2	9606.ENSP00000229307	9606.ENSP00000262160	0	0	0	0	0.069	0	0.600	0.734	0.892
NANOG	RORC	9606.ENSP00000229307	9606.ENSP00000327025	0	0	0	0	0	0	0.900	0	0.900
NANOG	RORA	9606.ENSP00000229307	9606.ENSP00000261523	0	0	0	0	0	0	0.900	0.067	0.902
NANOG	JUNB	9606.ENSP00000229307	9606.ENSP00000303315	0	0	0	0	0	0	0.900	0.074	0.903
NANOG	PIM1	9606.ENSP00000229307	9606.ENSP00000362608	0	0	0	0	0	0	0.900	0.076	0.903
NANOG	BATF	9606.ENSP00000229307	9606.ENSP00000286639	0	0	0	0	0	0	0.900	0.074	0.903
NANOG	CEBPD	9606.ENSP00000229307	9606.ENSP00000386165	0	0	0	0	0	0	0.900	0.141	0.910
NANOG	BCL6	9606.ENSP00000229307	9606.ENSP00000384371	0	0	0	0	0	0.077	0.900	0.167	0.916
NANOG	BIRC5	9606.ENSP00000229307	9606.ENSP00000301633	0	0	0	0	0.084	0	0.900	0.260	0.926
NANOG	FOS	9606.ENSP00000229307	9606.ENSP00000306245	0	0	0	0	0	0	0.900	0.325	0.929
NANOG	POU2F1	9606.ENSP00000229307	9606.ENSP00000356840	0	0	0	0	0.072	0.182	0.900	0.203	0.931
NANOG	FOXO3	9606.ENSP00000229307	9606.ENSP00000385824	0	0	0	0	0.062	0.073	0.900	0.318	0.932
NANOG	FOXO1	9606.ENSP00000229307	9606.ENSP00000368880	0	0	0	0	0.062	0.073	0.900	0.370	0.937
NANOG	TWIST1	9606.ENSP00000229307	9606.ENSP00000242261	0	0	0	0	0	0	0.900	0.563	0.954
NANOG	HIF1A	9606.ENSP00000229307	9606.ENSP00000437955	0	0	0	0	0	0	0.900	0.559	0.954
NANOG	ZEB1	9606.ENSP00000229307	9606.ENSP00000354487	0	0	0	0	0	0	0.900	0.623	0.960
NANOG	MYC	9606.ENSP00000229307	9606.ENSP00000479618	0	0	0	0	0	0.157	0.900	0.877	0.988
NANOG	SOX2	9606.ENSP00000229307	9606.ENSP00000323588	0	0	0	0	0.137	0.837	0.800	0.959	0.998
NANOG	STAT3	9606.ENSP00000229307	9606.ENSP00000264657	0	0	0	0	0	0	0.900	0.986	0.998
NFATC1	IL4	9606.ENSP00000389377	9606.ENSP00000231449	0	0	0	0	0	0	0.900	0.529	0.950
NFATC1	EGR1	9606.ENSP00000389377	9606.ENSP00000239938	0	0	0	0	0	0.281	0.900	0.684	0.975
NFATC1	BATF3	9606.ENSP00000389377	9606.ENSP00000243440	0	0	0	0	0	0	0.900	0.070	0.903
NFATC1	EP300	9606.ENSP00000389377	9606.ENSP00000263253	0	0	0	0	0	0.615	0	0.468	0.787
NFATC1	STAT3	9606.ENSP00000389377	9606.ENSP00000264657	0	0	0	0	0.062	0	0	0.952	0.953
NFATC1	SRF	9606.ENSP00000389377	9606.ENSP00000265354	0	0	0	0	0.062	0	0.800	0.310	0.859
NFATC1	NFATC3	9606.ENSP00000389377	9606.ENSP00000300659	0	0	0	0.850	0.062	0	0.900	0.853	0.914
NFATC1	JUNB	9606.ENSP00000389377	9606.ENSP00000303315	0	0	0	0	0.076	0.129	0.900	0.294	0.935
NFATC1	IL13	9606.ENSP00000389377	9606.ENSP00000304915	0	0	0	0	0	0	0.900	0.358	0.933
NFATC1	FOS	9606.ENSP00000389377	9606.ENSP00000306245	0	0	0	0	0	0.331	0.900	0.908	0.993
NFATC1	FOSL1	9606.ENSP00000389377	9606.ENSP00000310170	0	0	0	0	0.062	0	0.900	0.306	0.929
NFATC1	SP1	9606.ENSP00000389377	9606.ENSP00000329357	0	0	0	0	0	0.056	0.900	0.257	0.923
NFATC1	MAPK10	9606.ENSP00000389377	9606.ENSP00000352157	0	0	0	0	0	0	0.800	0.125	0.817
NFATC1	JUN	9606.ENSP00000389377	9606.ENSP00000360266	0	0	0	0	0.062	0.285	0.900	0.853	0.988
NFATC1	PIM1	9606.ENSP00000389377	9606.ENSP00000362608	0	0	0	0	0.069	0.270	0.900	0.167	0.935
NFATC1	MAPK8	9606.ENSP00000389377	9606.ENSP00000378974	0	0	0	0	0	0	0.900	0.500	0.947
NFATC1	NFATC2	9606.ENSP00000389377	9606.ENSP00000379330	0	0	0	0.866	0.110	0.129	0.900	0.934	0.926
NFATC1	CREB1	9606.ENSP00000389377	9606.ENSP00000387699	0	0	0	0	0	0.298	0	0.738	0.808
NFATC1	MAPK9	9606.ENSP00000389377	9606.ENSP00000394560	0	0	0	0	0	0	0.800	0.240	0.841
NFATC2	EGR1	9606.ENSP00000379330	9606.ENSP00000239938	0	0	0	0	0	0.299	0.900	0.336	0.949
NFATC2	BATF3	9606.ENSP00000379330	9606.ENSP00000243440	0	0	0	0	0	0	0.900	0.077	0.903
NFATC2	EP300	9606.ENSP00000379330	9606.ENSP00000263253	0	0	0	0	0.062	0.429	0.900	0.471	0.967
NFATC2	SRF	9606.ENSP00000379330	9606.ENSP00000265354	0	0	0	0	0	0	0.800	0.160	0.824
NFATC2	NFATC3	9606.ENSP00000379330	9606.ENSP00000300659	0	0	0	0.797	0.062	0	0.900	0.924	0.920
NFATC2	JUNB	9606.ENSP00000379330	9606.ENSP00000303315	0	0	0	0	0.076	0.129	0.900	0.346	0.940
NFATC2	FOS	9606.ENSP00000379330	9606.ENSP00000306245	0	0	0	0	0	0.890	0.900	0.986	0.999
